Observasi_ID,Tanggal_Observasi,Grid_ID,Jenis_Lokasi,Latitude_Dummy,Longitude_Dummy,Persentase_Lumut,Persentase_Vegetasi,Air_Tenang,Paparan_Matahari,Luas_Genangan_m2,Curah_Hujan_30_Hari_mm,Pendatang_30_Hari,Pendatang_Dari_Endemis,Pekerja_Mobil,Riwayat_Perjalanan_Endemis,Skor_Mobilitas_0_100,Kasus_Malaria_1km_30Hari,Jarak_Hutan_m,Jarak_Sawah_m,Jarak_Sungai_m,Jarak_Rawa_m,Jarak_Tambang_m,Jarak_Permukiman_m,Jarak_Puskesmas_m,Habitat_Risk_Score_0_100,Mobility_Risk_Score_0_100,Risiko_Gabungan_0_100,Kategori_Habitat_5,Kategori_Heatmap_4,Foto_Dokumentasi_ID
OBS-HJ-01264,2025-12-07,HJ-G-1230,Sawah,-3.477928,138.526613,55,85,Ya,Sedang,35.8,388,0,0,0,0,49,4,1060,0,320,1750,1250,580,1030,90,49,78,Very High,Tinggi,IMG-HJ-01264.jpg
OBS-HJ-01265,2025-11-27,HJ-G-0583,Permukiman,-3.48964,138.529319,31,30,Ya,Rendah,2.9,263,3,0,3,0,28,3,2280,810,1000,1700,140,0,460,69,28,58,High,Sedang,IMG-HJ-01265.jpg
OBS-HJ-01266,2026-01-09,HJ-G-0083,Permukiman,-3.498649,138.529319,18,29,Tidak,Sedang,13.6,375,3,0,3,0,30,3,2980,1800,1990,1880,500,0,1320,37,30,37,Low,Rendah,IMG-HJ-01266.jpg
OBS-HJ-01267,2026-03-10,HJ-G-1664,Hutan,-3.46982,138.512179,53,56,Ya,Rendah,3.4,315,0,0,7,1,28,0,0,580,800,1490,2970,1220,2460,67,28,49,High,Rendah,IMG-HJ-01267.jpg
OBS-HJ-01268,2025-11-05,HJ-G-0188,Permukiman,-3.496847,138.533829,17,35,Tidak,Tinggi,2.4,275,7,1,5,0,47,2,3220,1710,1880,2280,100,0,1380,43,47,42,Medium,Rendah,IMG-HJ-01268.jpg
OBS-HJ-01269,2026-01-18,HJ-G-0586,Bekas Tambang,-3.48964,138.532025,68,32,Ya,Sedang,255.5,363,5,4,33,5,92,3,2440,890,1060,2000,0,140,720,82,92,79,Very High,Tinggi,IMG-HJ-01269.jpg
OBS-HJ-01270,2025-10-17,HJ-G-2107,Hutan,-3.461712,138.505864,55,58,Ya,Rendah,21.4,211,1,0,2,0,13,0,0,1580,1870,2300,4100,2140,3600,69,13,47,High,Rendah,IMG-HJ-01270.jpg
OBS-HJ-01271,2025-10-10,HJ-G-1710,Hutan,-3.468919,138.50857,43,24,Ya,Rendah,3.2,267,2,2,6,6,73,0,0,730,1010,1500,3340,1300,2800,59,73,53,Medium,Sedang,IMG-HJ-01271.jpg
OBS-HJ-01272,2025-10-17,HJ-G-1245,Perkebunan,-3.477928,138.540144,29,51,Ya,Sedang,1.9,251,0,0,16,0,30,0,2280,220,600,3130,1080,300,1880,68,30,50,High,Rendah,IMG-HJ-01272.jpg
OBS-HJ-01273,2025-12-20,HJ-G-0909,Rawa,-3.483333,138.507668,75,48,Ya,Rendah,208.0,355,3,0,2,0,51,1,200,500,380,0,2620,140,2080,95,51,74,Very High,Sedang,IMG-HJ-01273.jpg
OBS-HJ-01274,2026-01-01,HJ-G-0074,Permukiman,-3.498649,138.5212,12,0,Tidak,Sedang,2.5,366,6,3,0,1,67,2,2360,1800,2050,1080,1210,0,1380,25,67,34,Low,Rendah,IMG-HJ-01274.jpg
OBS-HJ-01275,2025-11-07,HJ-G-2207,Hutan,-3.45991,138.505864,50,78,Ya,Rendah,5.5,276,3,2,5,3,60,0,0,1770,2050,2500,4240,2330,3760,66,60,55,High,Sedang,IMG-HJ-01275.jpg
OBS-HJ-01276,2026-05-15,HJ-G-1061,Permukiman,-3.480631,138.509472,18,34,Tidak,Tinggi,2.9,184,10,1,1,0,50,0,100,140,180,280,2550,0,1970,49,50,42,Medium,Rendah,IMG-HJ-01276.jpg
OBS-HJ-01277,2025-10-31,HJ-G-1596,Perkebunan,-3.471622,138.541046,36,30,Ya,Tinggi,1.8,233,0,0,17,0,33,0,2120,100,950,3490,1770,1000,2400,53,33,41,Medium,Rendah,IMG-HJ-01277.jpg
OBS-HJ-01278,2026-04-08,HJ-G-1653,Hutan,-3.46982,138.502255,73,85,Tidak,Rendah,2.6,219,2,0,3,1,34,0,0,1080,1260,1460,3860,1440,3260,51,34,40,Medium,Rendah,IMG-HJ-01278.jpg
OBS-HJ-01279,2026-01-18,HJ-G-1908,Hutan,-3.465315,138.506766,70,25,Ya,Sedang,10.5,397,5,1,3,0,38,0,0,1170,1460,1900,3750,1730,3230,59,38,46,Medium,Rendah,IMG-HJ-01279.jpg
OBS-HJ-01280,2025-10-16,HJ-G-0563,Rawa,-3.48964,138.511276,81,98,Ya,Sedang,13.5,268,0,0,1,0,12,3,950,920,1160,0,2100,360,1650,89,12,67,Very High,Sedang,IMG-HJ-01280.jpg
OBS-HJ-01281,2026-03-08,HJ-G-1704,Hutan,-3.468919,138.503157,44,35,Ya,Sedang,21.5,273,3,0,3,1,13,0,0,1060,1290,1530,3830,1480,3240,61,13,42,High,Rendah,IMG-HJ-01281.jpg
OBS-HJ-01282,2026-01-24,HJ-G-0986,Permukiman,-3.482432,138.532025,12,45,Tidak,Tinggi,5.5,391,7,1,1,1,55,2,1840,200,310,2120,540,0,850,46,55,46,Medium,Rendah,IMG-HJ-01282.jpg
OBS-HJ-01283,2026-06-27,HJ-G-1592,Sawah,-3.471622,138.537438,44,45,Tidak,Sedang,14.6,128,5,1,0,0,7,2,1750,0,710,3140,1700,1000,2150,51,7,39,Medium,Rendah,IMG-HJ-01283.jpg
OBS-HJ-01284,2026-02-27,HJ-G-0018,Belukar/Lahan Terbuka,-3.49955,138.515787,22,15,Tidak,Tinggi,3.8,354,1,0,3,0,44,0,2150,1900,2330,710,1800,220,1780,33,44,30,Low,Rendah,IMG-HJ-01284.jpg
OBS-HJ-01285,2026-03-29,HJ-G-0391,Bekas Tambang,-3.493243,138.536536,80,74,Ya,Tinggi,55.3,353,17,11,57,35,85,0,3060,1460,1610,2510,0,320,1350,83,85,71,Very High,Sedang,IMG-HJ-01285.jpg
OBS-HJ-01286,2025-12-24,HJ-G-0901,Hutan,-3.483333,138.500451,55,98,Ya,Sedang,16.6,311,0,0,8,1,18,0,0,1170,890,280,3400,910,2860,86,18,60,Very High,Sedang,IMG-HJ-01286.jpg
OBS-HJ-01287,2026-04-09,HJ-G-0027,Belukar/Lahan Terbuka,-3.49955,138.523906,34,22,Tidak,Sedang,7.9,236,0,0,1,0,43,2,2620,1900,2100,1390,1000,100,1390,34,43,36,Low,Rendah,IMG-HJ-01287.jpg
OBS-HJ-01288,2025-10-05,HJ-G-2231,Perkebunan,-3.45991,138.527515,60,70,Ya,Tinggi,6.4,266,3,0,12,0,42,1,610,300,2110,3220,3080,2400,3030,57,42,48,Medium,Rendah,IMG-HJ-01288.jpg
OBS-HJ-01289,2025-10-19,HJ-G-0633,Permukiman,-3.488739,138.529319,0,25,Ya,Tinggi,23.8,293,5,1,7,1,48,3,2200,710,900,1700,220,0,410,69,48,62,High,Sedang,IMG-HJ-01289.jpg
OBS-HJ-01290,2026-04-19,HJ-G-1197,Perkebunan,-3.478829,138.541949,26,40,Tidak,Tinggi,5.7,210,2,0,7,0,38,1,2510,450,810,3290,1080,220,2000,36,38,33,Low,Rendah,IMG-HJ-01290.jpg
OBS-HJ-01291,2026-01-05,HJ-G-0715,Rawa,-3.486937,138.513081,48,75,Ya,Tinggi,21.2,406,3,0,1,0,11,2,780,600,990,0,1940,100,1430,74,11,55,High,Sedang,IMG-HJ-01291.jpg
OBS-HJ-01292,2026-01-14,HJ-G-2463,Hutan,-3.455405,138.511276,56,58,Ya,Rendah,28.4,392,1,1,2,0,18,0,0,1530,2400,3030,4270,2800,3890,63,18,45,High,Rendah,IMG-HJ-01292.jpg
OBS-HJ-01293,2026-05-17,HJ-G-0847,Permukiman,-3.485135,138.541949,14,12,Tidak,Sedang,5.2,186,7,0,5,0,43,2,2880,920,1170,3130,500,0,1780,40,43,39,Low,Rendah,IMG-HJ-01293.jpg
OBS-HJ-01294,2026-03-24,HJ-G-0753,Rawa,-3.486036,138.502255,69,81,Ya,Sedang,58.0,279,0,0,3,0,22,0,140,1140,910,0,3140,810,2630,94,22,66,Very High,Sedang,IMG-HJ-01294.jpg
OBS-HJ-01295,2025-10-25,HJ-G-0232,Permukiman,-3.495946,138.528417,24,54,Ya,Rendah,3.2,241,8,1,1,2,40,1,2720,1500,1680,1680,360,0,1010,62,40,51,High,Sedang,IMG-HJ-01295.jpg
OBS-HJ-01296,2025-12-26,HJ-G-0537,Bekas Tambang,-3.490541,138.532927,87,47,Ya,Tinggi,32.3,364,10,1,28,5,66,5,2580,1030,1190,2100,0,280,850,78,66,76,High,Tinggi,IMG-HJ-01296.jpg
OBS-HJ-01297,2025-10-17,HJ-G-0008,Belukar/Lahan Terbuka,-3.49955,138.506766,2,43,Tidak,Tinggi,5.2,259,0,0,0,0,7,2,1710,2120,2190,300,2750,720,2530,35,7,29,Low,Rendah,IMG-HJ-01297.jpg
OBS-HJ-01298,2025-12-07,HJ-G-2360,Hutan,-3.457207,138.50857,50,47,Tidak,Sedang,34.9,361,0,0,5,1,17,0,0,1710,2260,2800,4280,2600,3850,52,17,37,Medium,Rendah,IMG-HJ-01298.jpg
OBS-HJ-01299,2025-10-07,HJ-G-0186,Permukiman,-3.496847,138.532025,25,32,Tidak,Rendah,2.4,244,5,0,1,0,72,1,3110,1650,1840,2090,200,0,1260,43,72,45,Medium,Rendah,IMG-HJ-01299.jpg
OBS-HJ-01300,2026-04-25,HJ-G-2010,Hutan,-3.463514,138.50857,31,58,Tidak,Rendah,2.7,216,6,0,5,1,26,0,0,1320,1580,2100,3750,1900,3260,39,26,31,Low,Rendah,IMG-HJ-01300.jpg
OBS-HJ-01301,2025-12-15,HJ-G-1581,Sawah,-3.471622,138.527515,19,48,Ya,Sedang,66.1,297,0,0,0,0,21,2,720,0,980,2260,1840,1170,1740,68,21,53,High,Sedang,IMG-HJ-01301.jpg
OBS-HJ-01302,2025-12-06,HJ-G-1117,Sawah,-3.47973,138.514885,72,74,Ya,Tinggi,13.9,361,6,0,1,0,53,2,600,0,330,640,2080,300,1480,78,53,66,High,Sedang,IMG-HJ-01302.jpg
OBS-HJ-01303,2026-02-28,HJ-G-0785,Permukiman,-3.486036,138.531123,16,16,Ya,Sedang,2.2,331,3,1,8,1,43,4,2060,500,650,1920,220,0,580,63,43,59,High,Sedang,IMG-HJ-01303.jpg
OBS-HJ-01304,2025-10-31,HJ-G-0240,Bekas Tambang,-3.495946,138.535634,62,83,Ya,Tinggi,16.5,233,15,5,37,12,86,0,3240,1700,1850,2450,0,100,1440,74,86,65,High,Sedang,IMG-HJ-01304.jpg
OBS-HJ-01305,2026-06-26,HJ-G-0692,Bekas Tambang,-3.487838,138.537438,59,60,Ya,Sedang,22.2,50,7,5,12,4,93,2,2690,940,1130,2600,0,100,1270,79,93,75,High,Sedang,IMG-HJ-01305.jpg
OBS-HJ-01306,2026-01-18,HJ-G-1303,Hutan,-3.476126,138.502255,42,69,Tidak,Rendah,4.0,364,2,0,1,0,12,0,0,900,730,810,3490,940,2900,48,12,34,Medium,Rendah,IMG-HJ-01306.jpg
OBS-HJ-01307,2026-01-13,HJ-G-0237,Permukiman,-3.495946,138.532927,8,23,Ya,Sedang,4.1,305,5,0,9,0,36,3,3080,1580,1760,2160,100,0,1240,68,36,59,High,Sedang,IMG-HJ-01307.jpg
OBS-HJ-01308,2025-10-25,HJ-G-0908,Rawa,-3.483333,138.506766,66,77,Ya,Rendah,61.0,251,3,1,6,1,35,0,200,570,400,0,2720,220,2170,97,35,70,Very High,Sedang,IMG-HJ-01308.jpg
OBS-HJ-01309,2025-12-08,HJ-G-0559,Rawa,-3.48964,138.507668,56,63,Tidak,Sedang,21.3,316,1,0,0,0,11,1,850,1080,1080,0,2500,730,2050,67,11,48,High,Rendah,IMG-HJ-01309.jpg
OBS-HJ-01310,2026-01-05,HJ-G-0360,Rawa,-3.493243,138.50857,85,66,Ya,Rendah,42.0,358,3,0,1,0,53,3,1200,1390,1490,0,2410,450,2040,86,53,74,Very High,Sedang,IMG-HJ-01310.jpg
OBS-HJ-01311,2026-04-25,HJ-G-0862,Rawa,-3.484234,138.510374,56,61,Ya,Sedang,29.8,252,0,0,3,0,14,1,360,410,570,0,2310,140,1760,89,14,63,Very High,Sedang,IMG-HJ-01311.jpg
OBS-HJ-01312,2025-11-26,HJ-G-1457,Hutan,-3.473423,138.505864,69,58,Tidak,Sedang,9.6,303,0,0,6,1,21,1,0,540,710,1000,3300,890,2700,59,21,45,Medium,Rendah,IMG-HJ-01312.jpg
OBS-HJ-01313,2025-12-10,HJ-G-2482,Belukar/Lahan Terbuka,-3.455405,138.528417,35,56,Tidak,Tinggi,36.4,333,2,0,0,0,30,1,920,810,2550,3690,3550,2860,3540,41,30,35,Medium,Rendah,IMG-HJ-01313.jpg
OBS-HJ-01314,2026-03-07,HJ-G-1066,Sawah,-3.480631,138.513983,28,37,Ya,Sedang,29.5,272,1,0,1,0,6,1,510,0,410,500,2110,200,1520,83,6,58,Very High,Sedang,IMG-HJ-01314.jpg
OBS-HJ-01315,2025-12-18,HJ-G-2211,Hutan,-3.45991,138.509472,67,56,Ya,Rendah,14.8,350,1,1,10,1,25,0,0,1530,1940,2510,3980,2300,3540,64,25,47,High,Rendah,IMG-HJ-01315.jpg
OBS-HJ-01316,2026-01-03,HJ-G-0704,Rawa,-3.486937,138.503157,94,71,Ya,Rendah,26.5,458,0,0,2,0,6,1,280,1130,930,0,3030,780,2530,96,6,66,Very High,Sedang,IMG-HJ-01316.jpg
OBS-HJ-01317,2025-11-08,HJ-G-1513,Hutan,-3.472523,138.511276,56,69,Ya,Rendah,18.8,286,0,0,3,1,16,1,0,300,540,1170,2860,910,2310,78,16,56,High,Sedang,IMG-HJ-01317.jpg
OBS-HJ-01318,2025-12-22,HJ-G-1329,Sawah,-3.476126,138.52571,50,63,Ya,Tinggi,16.0,349,2,0,0,0,28,4,850,0,490,1780,1480,800,1230,76,28,65,High,Sedang,IMG-HJ-01318.jpg
OBS-HJ-01319,2026-02-25,HJ-G-1032,Sawah,-3.481532,138.528417,59,63,Ya,Sedang,36.8,421,2,0,0,0,21,2,1490,0,90,1770,810,140,690,92,21,69,Very High,Sedang,IMG-HJ-01319.jpg
OBS-HJ-01320,2026-02-05,HJ-G-1824,Hutan,-3.467117,138.5212,47,58,Tidak,Sedang,11.3,399,0,0,10,2,15,1,0,200,1200,2160,2590,1800,2290,46,15,35,Medium,Rendah,IMG-HJ-01320.jpg
OBS-HJ-01321,2025-10-28,HJ-G-0086,Belukar/Lahan Terbuka,-3.498649,138.532025,11,26,Ya,Sedang,5.5,252,1,1,6,0,40,1,3220,1840,2030,2150,360,100,1440,60,40,49,Medium,Rendah,IMG-HJ-01321.jpg
OBS-HJ-01322,2026-03-24,HJ-G-2082,Perkebunan,-3.462613,138.528417,44,68,Ya,Sedang,4.8,257,1,1,15,1,70,2,670,100,1790,3050,2770,2090,2740,63,70,60,High,Sedang,IMG-HJ-01322.jpg
OBS-HJ-01323,2025-10-02,HJ-G-0407,Rawa,-3.492342,138.505864,86,81,Ya,Sedang,33.0,241,0,0,0,0,30,1,940,1430,1400,0,2700,760,2300,95,30,70,Very High,Sedang,IMG-HJ-01323.jpg
OBS-HJ-01324,2025-12-20,HJ-G-2051,Hutan,-3.462613,138.500451,66,43,Tidak,Sedang,9.8,358,0,0,5,2,90,0,0,1780,2040,2280,4480,2240,3930,47,90,49,Medium,Rendah,IMG-HJ-01324.jpg
OBS-HJ-01325,2026-06-03,HJ-G-1987,Sawah,-3.464414,138.532927,33,55,Tidak,Rendah,12.4,147,2,1,0,0,17,2,1100,0,1460,3250,2500,1800,2640,42,17,36,Medium,Rendah,IMG-HJ-01325.jpg
OBS-HJ-01326,2026-03-27,HJ-G-0274,Permukiman,-3.495045,138.5212,0,27,Tidak,Rendah,4.5,293,0,0,2,0,0,2,2050,1400,1660,890,1080,0,1020,23,0,20,Low,Sangat Rendah,IMG-HJ-01326.jpg
OBS-HJ-01327,2026-03-02,HJ-G-0817,Permukiman,-3.485135,138.514885,31,33,Tidak,Sedang,1.8,341,1,1,1,1,45,2,810,360,920,220,1800,0,1250,52,45,48,Medium,Rendah,IMG-HJ-01327.jpg
OBS-HJ-01328,2026-01-15,HJ-G-1872,Hutan,-3.466216,138.519396,60,62,Tidak,Rendah,11.3,413,2,1,1,0,44,0,0,400,1240,2150,2780,1840,2440,46,44,39,Medium,Rendah,IMG-HJ-01328.jpg
OBS-HJ-01329,2025-11-18,HJ-G-1509,Hutan,-3.472523,138.507668,79,64,Ya,Sedang,29.7,306,4,0,6,1,22,1,0,420,690,1100,3190,920,2600,80,22,59,High,Sedang,IMG-HJ-01329.jpg
OBS-HJ-01330,2026-02-18,HJ-G-1858,Hutan,-3.466216,138.506766,37,32,Ya,Sedang,17.4,291,0,0,3,0,7,0,0,1080,1370,1800,3690,1630,3160,62,7,42,High,Rendah,IMG-HJ-01330.jpg
OBS-HJ-01331,2026-01-02,HJ-G-1399,Perkebunan,-3.475225,138.543753,29,38,Ya,Sedang,8.4,345,7,0,11,0,52,3,2530,500,1030,3610,1520,670,2380,56,52,54,Medium,Sedang,IMG-HJ-01331.jpg
OBS-HJ-01332,2026-04-08,HJ-G-1354,Hutan,-3.475225,138.503157,56,37,Tidak,Sedang,4.9,174,2,0,4,1,46,0,0,800,720,850,3450,920,2860,54,46,44,Medium,Rendah,IMG-HJ-01332.jpg
OBS-HJ-01333,2025-10-23,HJ-G-0616,Rawa,-3.488739,138.513983,64,47,Ya,Sedang,7.5,237,0,0,2,0,15,2,1000,760,1210,0,1810,100,1340,84,15,62,Very High,Sedang,IMG-HJ-01333.jpg
OBS-HJ-01334,2026-02-25,HJ-G-1382,Sawah,-3.475225,138.528417,68,77,Ya,Tinggi,49.7,305,4,0,0,0,39,2,1030,0,580,2080,1430,760,1360,78,39,63,High,Sedang,IMG-HJ-01334.jpg
OBS-HJ-01335,2025-11-11,HJ-G-2078,Sawah,-3.462613,138.524808,56,36,Ya,Sedang,15.0,267,0,0,0,0,20,0,300,0,1810,2800,2880,2210,2730,68,20,48,High,Rendah,IMG-HJ-01335.jpg
OBS-HJ-01336,2025-10-27,HJ-G-2255,Hutan,-3.459009,138.50406,51,42,Ya,Rendah,13.4,250,2,0,3,1,10,0,0,1930,2220,2610,4460,2470,3960,68,10,46,High,Rendah,IMG-HJ-01336.jpg
OBS-HJ-01337,2026-05-30,HJ-G-1457,Hutan,-3.473423,138.505864,54,54,Tidak,Sedang,4.0,148,0,0,3,1,14,0,0,540,710,1000,3300,890,2700,50,14,35,Medium,Rendah,IMG-HJ-01337.jpg
OBS-HJ-01338,2025-12-01,HJ-G-2149,Perkebunan,-3.461712,138.543753,33,36,Ya,Sedang,18.3,363,2,1,22,0,27,0,2330,920,2010,4340,2910,2120,3450,53,27,40,Medium,Rendah,IMG-HJ-01338.jpg
OBS-HJ-01339,2025-11-07,HJ-G-1572,Hutan,-3.471622,138.519396,88,68,Tidak,Rendah,9.5,324,2,0,3,0,13,2,0,100,660,1640,2280,1260,1880,56,13,44,Medium,Rendah,IMG-HJ-01339.jpg
OBS-HJ-01340,2025-12-17,HJ-G-1493,Sawah,-3.473423,138.53834,47,65,Ya,Sedang,12.2,346,0,0,0,0,63,2,1900,0,600,3130,1510,800,2050,86,63,73,Very High,Sedang,IMG-HJ-01340.jpg
OBS-HJ-01341,2026-01-15,HJ-G-1787,Sawah,-3.468018,138.532927,33,41,Ya,Sedang,64.4,357,1,0,0,0,20,1,1140,0,1070,2970,2100,1400,2260,65,20,49,High,Rendah,IMG-HJ-01341.jpg
OBS-HJ-01342,2026-03-02,HJ-G-1287,Sawah,-3.477027,138.532927,49,74,Tidak,Tinggi,29.6,269,0,0,1,0,7,3,1560,0,150,2420,1100,410,1370,68,7,53,High,Sedang,IMG-HJ-01342.jpg
OBS-HJ-01343,2026-01-04,HJ-G-1207,Hutan,-3.477928,138.505864,53,56,Tidak,Rendah,20.3,364,4,0,6,0,50,0,0,500,290,500,3040,500,2460,64,50,52,High,Sedang,IMG-HJ-01343.jpg
OBS-HJ-01344,2025-12-22,HJ-G-0801,Belukar/Lahan Terbuka,-3.485135,138.500451,35,58,Ya,Rendah,13.9,356,3,0,0,0,46,0,100,1250,990,140,3350,950,2840,81,46,62,Very High,Sedang,IMG-HJ-01344.jpg
OBS-HJ-01345,2026-06-02,HJ-G-0466,Rawa,-3.491441,138.513983,74,86,Ya,Tinggi,15.2,178,0,0,3,0,31,1,1250,1040,1460,0,1800,100,1410,81,31,61,Very High,Sedang,IMG-HJ-01345.jpg
OBS-HJ-01346,2026-02-12,HJ-G-0739,Bekas Tambang,-3.486937,138.534732,64,79,Ya,Rendah,54.9,392,0,0,20,2,60,4,2400,730,900,2310,0,100,970,88,60,79,Very High,Tinggi,IMG-HJ-01346.jpg
OBS-HJ-01347,2026-06-24,HJ-G-1571,Hutan,-3.471622,138.518493,40,61,Ya,Rendah,14.5,121,3,0,1,0,47,0,0,100,630,1580,2340,1240,1920,69,47,54,High,Sedang,IMG-HJ-01347.jpg
OBS-HJ-01348,2025-12-25,HJ-G-0754,Rawa,-3.486036,138.503157,64,71,Ya,Rendah,69.9,357,2,0,0,0,43,1,220,1060,850,0,3040,720,2530,93,43,71,Very High,Sedang,IMG-HJ-01348.jpg
OBS-HJ-01349,2026-02-27,HJ-G-0063,Belukar/Lahan Terbuka,-3.498649,138.511276,17,40,Tidak,Tinggi,4.6,264,2,0,2,1,69,0,1860,1900,2120,320,2250,320,2070,38,69,39,Low,Rendah,IMG-HJ-01349.jpg
OBS-HJ-01350,2025-12-29,HJ-G-0917,Permukiman,-3.483333,138.514885,52,18,Tidak,Sedang,5.8,287,0,0,0,0,8,3,720,200,730,360,1880,0,1300,55,8,45,Medium,Rendah,IMG-HJ-01350.jpg
OBS-HJ-01351,2025-11-10,HJ-G-0486,Bekas Tambang,-3.491441,138.532025,77,64,Ya,Sedang,69.4,352,1,0,24,6,68,4,2610,1080,1250,2000,0,220,820,85,68,78,Very High,Tinggi,IMG-HJ-01351.jpg
OBS-HJ-01352,2026-04-11,HJ-G-1734,Sawah,-3.468919,138.530221,27,28,Ya,Tinggi,7.5,211,3,1,0,0,14,1,890,0,1070,2690,2040,1360,2080,46,14,35,Medium,Rendah,IMG-HJ-01352.jpg
OBS-HJ-01353,2026-01-24,HJ-G-1275,Sawah,-3.477027,138.522102,30,47,Tidak,Sedang,35.8,403,3,2,0,0,2,0,670,0,230,1410,1630,700,1210,63,2,41,High,Rendah,IMG-HJ-01353.jpg
OBS-HJ-01354,2026-01-21,HJ-G-1401,Hutan,-3.474324,138.500451,50,47,Ya,Rendah,6.6,387,0,0,4,1,22,0,0,1100,1010,1080,3760,1220,3170,58,22,42,Medium,Rendah,IMG-HJ-01354.jpg
OBS-HJ-01355,2025-11-12,HJ-G-0922,Permukiman,-3.483333,138.519396,43,31,Tidak,Sedang,5.5,309,7,1,3,0,48,5,1140,100,530,760,1440,0,850,53,48,56,Medium,Sedang,IMG-HJ-01355.jpg
OBS-HJ-01356,2025-11-23,HJ-G-2390,Perkebunan,-3.457207,138.535634,32,34,Tidak,Rendah,2.7,305,0,0,13,0,32,1,1550,820,2250,4030,3300,2600,3500,32,32,30,Low,Rendah,IMG-HJ-01356.jpg
OBS-HJ-01357,2026-06-26,HJ-G-0398,Belukar/Lahan Terbuka,-3.493243,138.542851,44,16,Tidak,Sedang,1.6,152,8,0,5,0,38,0,3540,1750,1960,3210,300,140,1990,40,38,34,Low,Rendah,IMG-HJ-01357.jpg
OBS-HJ-01358,2026-04-28,HJ-G-1485,Sawah,-3.473423,138.531123,39,66,Ya,Tinggi,49.2,204,1,0,0,0,30,2,1170,0,600,2440,1530,850,1630,74,30,59,High,Sedang,IMG-HJ-01358.jpg
OBS-HJ-01359,2025-12-17,HJ-G-0444,Bekas Tambang,-3.492342,138.539242,71,69,Ya,Tinggi,78.6,349,6,0,26,3,72,2,3180,1480,1660,2800,0,200,1580,82,72,73,Very High,Sedang,IMG-HJ-01359.jpg
OBS-HJ-01360,2025-10-05,HJ-G-0228,Permukiman,-3.495946,138.524808,35,41,Tidak,Rendah,3.9,292,5,0,2,0,49,2,2410,1500,1690,1300,730,0,980,33,49,36,Low,Rendah,IMG-HJ-01360.jpg
OBS-HJ-01361,2025-11-08,HJ-G-0152,Belukar/Lahan Terbuka,-3.496847,138.501353,35,37,Tidak,Rendah,1.9,284,3,0,0,0,37,0,1300,2110,2010,280,3260,1200,2930,48,37,39,Medium,Rendah,IMG-HJ-01361.jpg
OBS-HJ-01362,2025-12-18,HJ-G-0855,Rawa,-3.484234,138.50406,83,72,Ya,Rendah,23.7,351,1,0,4,0,13,1,140,860,630,0,2980,540,2450,96,13,67,Very High,Sedang,IMG-HJ-01362.jpg
OBS-HJ-01363,2025-12-30,HJ-G-2229,Belukar/Lahan Terbuka,-3.45991,138.52571,33,20,Ya,Sedang,6.3,329,0,0,1,0,28,1,410,300,2120,3110,3130,2470,3030,56,28,44,Medium,Rendah,IMG-HJ-01363.jpg
OBS-HJ-01364,2026-06-21,HJ-G-0665,Rawa,-3.487838,138.513081,51,73,Ya,Tinggi,19.7,86,1,0,1,0,39,0,860,700,1070,0,1920,100,1430,78,39,59,High,Sedang,IMG-HJ-01364.jpg
OBS-HJ-01365,2026-02-15,HJ-G-1461,Hutan,-3.473423,138.509472,57,47,Ya,Rendah,11.3,341,0,0,2,0,15,0,0,220,510,1020,2970,800,2390,74,15,51,High,Sedang,IMG-HJ-01365.jpg
OBS-HJ-01366,2025-12-29,HJ-G-1109,Hutan,-3.47973,138.507668,56,69,Ya,Sedang,25.9,351,0,0,3,0,29,2,0,300,20,300,2770,220,2190,93,29,71,Very High,Sedang,IMG-HJ-01366.jpg
OBS-HJ-01367,2025-11-06,HJ-G-1472,Sawah,-3.473423,138.519396,60,69,Ya,Sedang,19.7,345,0,0,1,0,8,2,200,0,470,1490,2130,1080,1700,77,8,56,High,Sedang,IMG-HJ-01367.jpg
OBS-HJ-01368,2026-04-18,HJ-G-1490,Sawah,-3.473423,138.535634,35,21,Tidak,Tinggi,19.5,189,0,0,0,0,21,1,1620,0,460,2870,1500,800,1870,47,21,37,Medium,Rendah,IMG-HJ-01368.jpg
OBS-HJ-01369,2025-10-04,HJ-G-0421,Permukiman,-3.492342,138.518493,30,0,Ya,Tinggi,4.9,193,2,0,1,0,28,3,1630,1100,1480,510,1300,0,1010,46,28,43,Medium,Rendah,IMG-HJ-01369.jpg
OBS-HJ-01370,2025-10-23,HJ-G-0083,Permukiman,-3.498649,138.529319,31,19,Tidak,Sedang,5.9,247,5,0,3,0,15,1,2980,1800,1990,1880,500,0,1320,35,15,28,Low,Rendah,IMG-HJ-01370.jpg
OBS-HJ-01371,2026-02-05,HJ-G-0904,Hutan,-3.483333,138.503157,55,80,Tidak,Sedang,11.2,353,3,0,6,1,32,0,0,890,630,100,3100,610,2570,71,32,53,High,Sedang,IMG-HJ-01371.jpg
OBS-HJ-01372,2026-01-03,HJ-G-1303,Hutan,-3.476126,138.502255,57,65,Ya,Tinggi,6.9,351,3,0,1,0,8,0,0,900,730,810,3490,940,2900,70,8,47,High,Rendah,IMG-HJ-01372.jpg
OBS-HJ-01373,2026-05-13,HJ-G-1465,Hutan,-3.473423,138.513081,40,63,Ya,Rendah,2.0,169,1,0,9,1,15,0,0,200,390,1140,2640,850,2090,75,15,52,High,Sedang,IMG-HJ-01373.jpg
